Col#	Number	Strings	other

0		208		0		0

1		208		0		0

2		208		0		0

3		208		0		0

4		208		0		0

5		208		0		0

6		208		0		0

7		208		0		0

8		208		0		0

9		208		0		0

10		208		0		0

11		208		0		0

12		208		0		0

13		208		0		0

14		208		0		0

15		208		0		0

16		208		0		0

17		208		0		0

18		208		0		0

19		208		0		0

20		208		0		0

21		208		0		0

22		208		0		0

23		208		0		0

24		208		0		0

25		208		0		0

26		208		0		0

27		208		0		0

28		208		0		0

29		208		0		0

30		208		0		0

31		208		0		0

32		208		0		0

33		208		0		0

34		208		0		0

35		208		0		0

36		208		0		0

37		208		0		0

38		208		0		0

39		208		0		0

40		208		0		0

41		208		0		0

42		208		0		0

43		208		0		0

44		208		0		0

45		208		0		0

46		208		0		0

47		208		0		0

48		208		0		0

49		208		0		0

50		208		0		0

51		208		0		0

52		208		0		0

53		208		0		0

54		208		0		0

55		208		0		0

56		208		0		0

57		208		0		0

58		208		0		0

59		208		0		0

60		0		208		0

